personenId,herkunft,herkunftname
29538,66,von der Ranna
29544,5,von der Mühl
29545,66,von der Ranna
29546,51,Kelheim
29552,87,von der Au
29554,119,Schwaz
29556,1055,Pallmannsdorf
29559,66,von der Ranna
29561,62,Augsburg
29566,64,Obernberg (am Inn)
29567,133,Hartkirchen
29584,134,Tittmoning
29585,27,Wien
29591,8,Kufstein
29600,3,Linz
29601,4,Aschach
29602,60,Sandbach
29603,110,Reichersberg
29604,383,Wörth
29605,196,Landshaag
29606,25,Eferding
29607,2,Nürnberg
29613,29,Engelhartszell
29614,965,Schwäbisch Gmünd
29615,695,Wallsee
29617,346,von der Bschauerin
29620,10,Passau
29621,137,Eich
29622,29,Engelhartszell
29625,11,Regensburg
29626,51,Kelheim
29631,243,Gaishofen
29632,2,Nürnberg
29636,775,Alkoven
29639,243,Gaishofen
29640,320,Pyrawang
29641,221,See
29647,92,Vilshofen
29648,66,von der Ranna
29650,92,Vilshofen
29651,66,von der Ranna
29652,1057,Neutersdorf
29664,81,Gmunden
29665,9,Hall
29667,21,Salzburg
29668,346,von der Bschauerin
29669,175,Neuburg am Inn
29670,525,von der Zell
29674,17,Steyr
29675,175,Neuburg am Inn
29676,3,Linz
29679,87,von der Au
29680,13,Obernzell/Hafnerzell
29682,346,von der Bschauerin
29688,125,Landsberg
29689,621,Haag
29691,118,Regen
29696,13,Obernzell/Hafnerzell
29697,32,München
29699,81,Gmunden
29700,29,Engelhartszell
29701,25,Eferding
29708,9,Hall
29709,3,Linz
29710,27,Wien
29715,25,Eferding
29717,48,Kasten (an der Donau)
29718,309,Gstöttenau
29720,29,Engelhartszell
29728,25,Eferding
29729,4,Aschach
29730,320,Pyrawang
29731,145,Klosterneuburg
29736,29,Engelhartszell
30334,17,Steyr
29743,11,Regensburg
29746,68,Neukirchen am Walde
29752,16,Lechbruck
29754,30,Laufen
29756,27,Wien
29757,465,Feldkirchen (an der Donau)
29759,383,Wörth
29761,195,Wald
29762,8,Kufstein
29763,543,Teurwang
29764,22,Straubing
29767,13,Obernzell/Hafnerzell
29768,310,Niederalteich
29772,976,Haiming
29775,21,Salzburg
29784,15,Ulm
29786,3,Linz
29791,44,Ottensheim
29794,27,Wien
29797,24,Tölz
29798,21,Salzburg
29799,21,Salzburg
29800,971,Kreuzberg
39741,863,Kritzendorf
29801,25,Eferding
29802,27,Wien
29804,103,Haslach
29806,252,Marsbach
34356,42,Hallein
29809,3,Linz
29811,55,Putzleinsdorf
29816,3,Linz
29820,119,Schwaz
29823,30,Laufen
29824,44,Ottensheim
29826,27,Wien
29830,126,Windorf
29840,29,Engelhartszell
29842,10,Passau
29846,9,Hall
29848,25,Eferding
29849,1060,Cham
39677,1357,Erladorf
29851,526,Spitz
29855,1061,Schönleiten
29857,3,Linz
29862,27,Wien
29863,27,Wien
29864,1062,Allgäu
29866,1064,Martinsperg
29868,13,Obernzell/Hafnerzell
29869,26,Wesenufer
29891,9,Hall
39382,42,Hallein
29877,60,Sandbach
29878,1065,Strassmann
29879,361,Hartheim
29880,202,Enns
29904,1067,Wartberg
29906,159,Garmisch
29907,940,Imst
29908,400,Weyreth
29915,929,Weidet
29916,3,Linz
29919,4,Aschach
29932,51,Kelheim
29935,62,Augsburg
29937,29,Engelhartszell
29940,11,Regensburg
29944,216,Schlögen
29945,27,Wien
29947,21,Salzburg
29948,42,Hallein
29952,175,Neuburg am Inn
38846,148,Ungarn
29956,30,Laufen
29960,4,Aschach
29962,6,Langhalsen
29963,167,Melk
29965,4,Aschach
29966,498,von der Exlau
29971,1069,Pfaffing
29972,343,Altenfelden
29973,223,Dietzendorf
29974,81,Gmunden
29980,202,Enns
29981,60,Sandbach
29984,62,Augsburg
29987,79,Stein
29990,27,Wien
29991,35,Grafenau
29992,10,Passau
29993,24,Tölz
29994,977,Obergrub
35908,24,Tölz
30000,57,Landau
30001,221,See
30002,42,Hallein
30003,385,Schaden
30005,21,Salzburg
30006,29,Engelhartszell
30010,5,von der Mühl
30011,498,von der Exlau
30012,27,Wien
30013,3,Linz
30014,4,Aschach
30019,21,Salzburg
30020,29,Engelhartszell
30021,25,Eferding
30025,4,Aschach
30028,77,Neuburg
30029,4,Aschach
30031,9,Hall
30033,64,Obernberg (am Inn)
30036,3,Linz
30039,965,Schwäbisch Gmünd
30040,733,Prag
30041,92,Vilshofen
30047,30,Laufen
30048,191,Ettal
30049,26,Wesenufer
30059,215,Wörgl
30088,34,Neuötting
30091,1070,Sonneberg
30110,44,Ottensheim
30114,144,Rohrbach (in Oberösterreich)
30115,144,Rohrbach (in Oberösterreich)
30116,55,Putzleinsdorf
30117,11,Regensburg
30121,10,Passau
30127,87,von der Au
30128,173,Neufelden
30129,4,Aschach
30130,7,Rosenheim
30131,144,Rohrbach (in Oberösterreich)
30133,27,Wien
30134,10,Passau
30135,196,Landshaag
30136,1249,Bergheim
30141,173,Neufelden
30142,77,Neuburg
30143,55,Putzleinsdorf
30145,1071,Hötzerreut
30146,292,Burghausen
30147,173,Neufelden
30148,34,Neuötting
30154,30,Laufen
30156,288,Pöchlarn
30157,288,Pöchlarn
30158,10,Passau
30162,32,München
30163,32,München
30166,11,Regensburg
30175,264,Ybbs
30176,160,Maria Taferl
30190,1072,Judenburg
38921,1268,St. Peter (am Hart)
30211,64,Obernberg (am Inn)
30214,202,Enns
30215,216,Schlögen
30216,66,von der Ranna
30224,98,Schongau
30241,221,See
30242,44,Ottensheim
30243,129,Audorf (Ober-)
30245,965,Schwäbisch Gmünd
30251,1073,Mooshausen
30252,27,Wien
30254,89,Krems
30255,7,Rosenheim
30256,144,Rohrbach (in Oberösterreich)
30268,4,Aschach
30286,27,Wien
30287,44,Ottensheim
30288,44,Ottensheim
30289,29,Engelhartszell
30296,21,Salzburg
30297,30,Laufen
30298,286,Ortenburg
30300,77,Neuburg
30301,17,Steyr
30302,195,Wald
30304,346,von der Bschauerin
30306,61,Landshut
30308,4,Aschach
30318,27,Wien
30319,27,Wien
30320,10,Passau
30326,487,Raitenhaslach
30328,24,Tölz
30329,87,von der Au
30330,9,Hall
30346,10,Passau
30348,157,Dingolfing
30349,939,Rametsed
30351,173,Neufelden
30352,1157,Duggendorf
30353,134,Tittmoning
30355,1097,Leipzig
30356,140,Kraiburg
30358,1075,St. Agatha
30361,7,Rosenheim
30366,68,Neukirchen am Walde
30368,306,Grein
30369,27,Wien
30374,119,Schwaz
30375,1121,Nährn
30376,193,Wilhering
30378,82,Braunau (am Inn)
30386,10,Passau
30391,216,Schlögen
30398,95,Mauthausen
30401,487,Raitenhaslach
30409,66,von der Ranna
30413,29,Engelhartszell
30414,79,Stein
38874,1260,Penk
30423,27,Wien
30424,92,Vilshofen
30427,10,Passau
30429,28,Freizell/Marsbachzell
30430,221,See
30431,25,Eferding
30432,19,Berchtesgaden
30433,21,Salzburg
30437,158,Freising
30438,8,Kufstein
30441,167,Melk
30445,167,Melk
30446,11,Regensburg
30448,755,Roßbach
30455,192,Hainburg
30457,27,Wien
30459,1315,Neuhaus (am Inn)
30461,29,Engelhartszell
30462,1240,Asbach (Rotthalmünster)
30463,10,Passau
30465,11,Regensburg
30466,349,Tulln
30467,655,Neumarkt
30468,3,Linz
30469,1078,Strassing
30471,27,Wien
30475,243,Gaishofen
30476,82,Braunau (am Inn)
30477,4,Aschach
30480,268,Kempten (Reichsstadt)
30482,1079,Hienau
30483,11,Regensburg
30485,77,Neuburg
30486,9,Hall
30487,27,Wien
30488,77,Neuburg
30489,27,Wien
30490,9,Hall
30491,27,Wien
30492,320,Pyrawang
30496,10,Passau
30497,252,Marsbach
30502,59,Seestetten
30504,42,Hallein
30505,10,Passau
30506,27,Wien
30509,32,München
30510,1275,Hofkirchen
30514,1275,Hofkirchen
30515,60,Sandbach
30516,482,Kirchdorf (an der Krems)
30517,1080,Uttendorf
30518,82,Braunau (am Inn)
30520,29,Engelhartszell
30524,415,von der Siferein
30533,1081,Eschenlohe
30536,225,Neuhaus (an der Donau)
30539,2,Nürnberg
30541,7,Rosenheim
30542,894,Langenstein
30543,31,St. Georgen
30546,929,Weidet
30547,87,von der Au
30551,87,von der Au
30553,259,Steyregg
30555,401,Ebenwies
30556,27,Wien
32431,19,Berchtesgaden
38924,2,Nürnberg
30568,204,Rossgraben
30571,86,Mittenwald
30574,9,Hall
30579,30,Laufen
30582,95,Mauthausen
30583,27,Wien
30587,3,Linz
30591,383,Wörth
30596,1082,Taxberg
30597,10,Passau
30598,417,Ebenzweier
30600,4,Aschach
30602,2,Nürnberg
30609,415,von der Siferein
30613,69,Schärding
30614,3,Linz
30615,1083,Niedernbirchet
30620,493,Grub (bei Kirchberg)
30622,92,Vilshofen
30625,1084,Halbturn
30630,100,Donauwörth
30631,7,Rosenheim
30633,1085,Schenal
30635,27,Wien
30640,24,Tölz
30641,775,Alkoven
30648,13,Obernzell/Hafnerzell
30649,1086,Eckersdorf
30652,3,Linz
30653,21,Salzburg
30654,3,Linz
30655,216,Schlögen
30657,75,Sallatobel
30661,244,Krummnußbaum
30665,221,See
30667,24,Tölz
30668,144,Rohrbach (in Oberösterreich)
30670,69,Schärding
30671,712,Frankenburg
30674,68,Neukirchen am Walde
30685,10,Passau
30687,25,Eferding
30692,95,Mauthausen
30693,30,Laufen
30694,82,Braunau (am Inn)
30696,346,von der Bschauerin
30697,87,von der Au
30698,35,Grafenau
30710,66,von der Ranna
30712,87,von der Au
30713,100,Donauwörth
30717,22,Straubing
30719,27,Wien
30720,3,Linz
30722,44,Ottensheim
30723,175,Neuburg am Inn
30724,27,Wien
30728,21,Salzburg
30729,13,Obernzell/Hafnerzell
30731,27,Wien
30732,74,Altenhof
30733,25,Eferding
30734,225,Neuhaus (an der Donau)
30735,258,Weltenburg
30736,276,Schwarzach
30738,4,Aschach
38926,118,Regen
30745,1176,Segen
30748,441,Götzendorf
30749,225,Neuhaus (an der Donau)
30750,87,von der Au
30751,869,Sierling
30752,179,Obermühl
30753,498,von der Exlau
30754,10,Passau
30755,167,Melk
30758,9,Hall
30760,27,Wien
30761,92,Vilshofen
30763,193,Wilhering
30764,66,von der Ranna
30767,87,von der Au
30768,66,von der Ranna
30775,29,Engelhartszell
30776,10,Passau
30777,26,Wesenufer
30778,4,Aschach
30781,3,Linz
30789,894,Langenstein
30790,126,Windorf
30792,89,Krems
30795,61,Landshut
30798,42,Hallein
30799,11,Regensburg
30800,92,Vilshofen
30801,3,Linz
30802,1088,Weyr
30803,4,Aschach
30804,252,Marsbach
30811,4,Aschach
30812,10,Passau
30813,1367,Mühldorf
30815,68,Neukirchen am Walde
30816,29,Engelhartszell
30817,66,von der Ranna
30819,1089,von der Zwettl
30820,26,Wesenufer
30821,77,Neuburg
30822,29,Engelhartszell
30823,13,Obernzell/Hafnerzell
30829,9,Hall
30842,179,Obermühl
30846,5,von der Mühl
30849,498,von der Exlau
30851,4,Aschach
30860,25,Eferding
30862,3,Linz
30865,288,Pöchlarn
30868,221,See
30869,1274,Hofkirchen (an der Donau)
30871,26,Wesenufer
30875,13,Obernzell/Hafnerzell
30878,1274,Hofkirchen (an der Donau)
30879,175,Neuburg am Inn
30881,65,Brandstatt
30882,4,Aschach
30883,414,Peilstein
30884,57,Landau
30886,100,Donauwörth
30889,118,Regen
30890,292,Burghausen
30891,27,Wien
30892,173,Neufelden
30893,8,Kufstein
30894,4,Aschach
30895,87,von der Au
30900,10,Passau
30901,25,Eferding
30904,1021,Scharnstein
30908,230,Schmidelsau
30915,225,Neuhaus (an der Donau)
30916,190,Waizenkirchen
30919,1091,Oberranna
30922,3,Linz
30923,11,Regensburg
30926,11,Regensburg
30927,11,Regensburg
30930,41,Deggendorf
30933,9,Hall
30934,127,Pleinting
30938,2,Nürnberg
30941,51,Kelheim
30942,243,Gaishofen
32671,139,Bodenmais
30950,533,Monheim
30951,8,Kufstein
30952,45,Lembach
30953,487,Raitenhaslach
35959,179,Obermühl
30958,225,Neuhaus (an der Donau)
30960,25,Eferding
30962,126,Windorf
30965,72,Burglengenfeld
30966,498,von der Exlau
30968,5,von der Mühl
39405,179,Obermühl
30970,280,Kirchberg (ob der Donau)
30973,516,Griesingen
30975,61,Landshut
37990,87,von der Au
30988,62,Augsburg
30989,4,Aschach
38005,522,Erlangen
31003,87,von der Au
31004,87,von der Au
31006,13,Obernzell/Hafnerzell
31010,42,Hallein
31012,87,von der Au
31013,346,von der Bschauerin
31014,1092,Iggensbach
31015,73,Wels
31017,10,Passau
31021,3,Linz
31022,29,Engelhartszell
31023,7,Rosenheim
31025,706,Haibach
31026,21,Salzburg
31028,5,von der Mühl
31031,103,Haslach
31034,10,Passau
35340,14,Kobling
31036,190,Waizenkirchen
31037,225,Neuhaus (an der Donau)
31041,162,Königstetten
31044,148,Ungarn
31045,21,Salzburg
31047,4,Aschach
31048,30,Laufen
31049,469,Hengersberg
31180,62,Augsburg
31053,62,Augsburg
31054,5,von der Mühl
31231,98,Schongau
31061,11,Regensburg
31077,45,Lembach
31081,52,St. Martin
31082,27,Wien
31083,5,von der Mühl
31084,77,Neuburg
31086,173,Neufelden
31088,27,Wien
31090,21,Salzburg
31092,15,Ulm
31097,4,Aschach
31098,9,Hall
31100,27,Wien
31104,1369,Nußdorf
31109,1094,Hechenberg
31111,22,Straubing
31112,25,Eferding
31113,65,Brandstatt
31114,1095,Offenhausen
31117,26,Wesenufer
31118,44,Ottensheim
31119,81,Gmunden
31121,362,Wegscheid 
31122,10,Passau
31124,65,Brandstatt
31126,66,von der Ranna
31127,4,Aschach
31128,193,Wilhering
31134,51,Kelheim
31135,103,Haslach
31136,2,Nürnberg
39261,291,Plattling
31139,403,Flintsbach
31141,25,Eferding
31142,144,Rohrbach (in Oberösterreich)
31144,100,Donauwörth
31145,1096,Pettendorf (Naab)
31146,226,Abensberg
31148,87,von der Au
31155,45,Lembach
31156,1315,Neuhaus (am Inn)
31157,32,München
31158,92,Vilshofen
31161,247,Lauingen
31165,60,Sandbach
31166,4,Aschach
31169,27,Wien
31170,173,Neufelden
31176,4,Aschach
31190,2,Nürnberg
31191,8,Kufstein
31195,1098,Sarau
31197,87,von der Au
31198,196,Landshaag
31199,15,Ulm
31200,127,Pleinting
31201,83,Häuseln
31204,706,Haibach
31205,29,Engelhartszell
31208,22,Straubing
31210,3,Linz
31211,9,Hall
31212,1275,Hofkirchen
31214,25,Eferding
31215,22,Straubing
31216,225,Neuhaus (an der Donau)
31217,66,von der Ranna
31221,160,Maria Taferl
31222,25,Eferding
31223,27,Wien
31224,261,Ebelsberg
31225,24,Tölz
31227,82,Braunau (am Inn)
31228,5,von der Mühl
31229,55,Putzleinsdorf
31230,55,Putzleinsdorf
31234,27,Wien
31237,13,Obernzell/Hafnerzell
38872,65,Brandstatt
31250,3,Linz
31251,66,von der Ranna
31253,87,von der Au
31258,221,See
31259,9,Hall
31263,168,Gämblau
31264,32,München
31267,92,Vilshofen
31268,579,Neubeuern
31271,27,Wien
31274,144,Rohrbach (in Oberösterreich)
31276,312,Esternberg
38557,49,Stadtamhof
31281,276,Schwarzach
31291,10,Passau
31292,88,Weitenegg
31293,5,von der Mühl
31294,29,Engelhartszell
31298,221,See
31309,11,Regensburg
31315,49,Stadtamhof
31317,10,Passau
31320,55,Putzleinsdorf
31323,7,Rosenheim
31329,221,See
31330,775,Alkoven
31331,3,Linz
31337,17,Steyr
31339,1102,Hart
31341,87,von der Au
31342,843,Sarmingstein
31349,27,Wien
31354,27,Wien
31355,1363,Kirchberg
31360,202,Enns
31361,9,Hall
31364,8,Kufstein
31370,383,Wörth
31372,25,Eferding
31373,5,von der Mühl
31379,155,Puesen
31382,706,Haibach
31384,1103,Eisgraben
31387,498,von der Exlau
31389,179,Obermühl
31392,11,Regensburg
31393,52,St. Martin
31394,510,Beuern
31395,39,Kitzbühel
31396,25,Eferding
31399,27,Wien
31408,15,Ulm
31414,29,Engelhartszell
31415,10,Passau
31416,374,Marbach
31418,10,Passau
31420,45,Lembach
31421,10,Passau
31422,66,von der Ranna
31423,221,See
31424,87,von der Au
31425,17,Steyr
31427,5,von der Mühl
31428,10,Passau
31429,87,von der Au
31434,3,Linz
31435,179,Obermühl
31436,10,Passau
31438,183,Sarleinsbach
31440,15,Ulm
31444,175,Neuburg am Inn
34035,270,Höchstädt
31450,173,Neufelden
31451,27,Wien
31452,608,Pfannstill
31453,65,Brandstatt
31455,587,Wesendorf
31456,216,Schlögen
31457,22,Straubing
31458,225,Neuhaus (an der Donau)
31459,1082,Taxberg
31460,13,Obernzell/Hafnerzell
31464,10,Passau
31465,44,Ottensheim
31467,329,Fellheim
31468,4,Aschach
31469,62,Augsburg
31474,439,Wasen
31480,221,See
31482,5,von der Mühl
31484,32,München
31486,4,Aschach
31487,1106,Wolfershausen
31489,593,Vohburg
31491,10,Passau
31495,9,Hall
31496,27,Wien
31501,385,Schaden
31502,5,von der Mühl
31503,1107,Nesselwang
31504,73,Wels
31506,9,Hall
31508,24,Tölz
31509,3,Linz
31522,25,Eferding
31523,10,Passau
31529,49,Stadtamhof
31530,102,Irring
31532,179,Obermühl
31534,225,Neuhaus (an der Donau)
31535,25,Eferding
31536,493,Grub (bei Kirchberg)
31538,216,Schlögen
31543,775,Alkoven
31546,44,Ottensheim
31549,1369,Nußdorf
31552,27,Wien
37989,92,Vilshofen
31562,44,Ottensheim
31561,1255,Kößlau
31563,5,von der Mühl
31565,808,Schauereck
31567,128,Innsbruck
31571,139,Bodenmais
31572,21,Salzburg
31580,406,Hauzenberg
31581,221,See
31582,66,von der Ranna
31583,4,Aschach
31585,29,Engelhartszell
31587,216,Schlögen
31598,175,Neuburg am Inn
31600,62,Augsburg
31605,3,Linz
31607,44,Ottensheim
31608,26,Wesenufer
31613,3,Linz
31614,9,Hall
31616,346,von der Bschauerin
31622,32,München
31623,13,Obernzell/Hafnerzell
31624,9,Hall
31634,1369,Nußdorf
32103,1222,Aigen
31652,415,von der Siferein
31654,4,Aschach
31655,15,Ulm
31658,1110,Florenz
31659,29,Engelhartszell
31661,48,Kasten (an der Donau)
31675,195,Wald
31676,81,Gmunden
31678,207,Enghagen
31679,202,Enns
31680,630,Baumgartenberg
31695,3,Linz
31696,7,Rosenheim
31697,7,Rosenheim
31698,1112,Struden
31700,62,Augsburg
31704,44,Ottensheim
39387,1275,Hofkirchen
31723,44,Ottensheim
31729,42,Hallein
31732,87,von der Au
38864,25,Eferding
31745,127,Pleinting
31751,329,Fellheim
31758,33,Hofkirchen (im Mühlkreis)
31764,29,Engelhartszell
31769,10,Passau
31770,11,Regensburg
31774,3,Linz
31775,1114,Pollsberg
31776,3,Linz
38950,58,Ebersdorf
39025,6,Langhalsen
31791,45,Lembach
31806,8,Kufstein
31807,100,Donauwörth
31809,437,Strass
31820,9,Hall
31870,27,Wien
31837,10,Passau
31838,11,Regensburg
31839,190,Waizenkirchen
31840,8,Kufstein
31841,81,Gmunden
31848,469,Hengersberg
31852,92,Vilshofen
31853,1275,Hofkirchen
31854,9,Hall
31858,5,von der Mühl
31861,118,Regen
31862,2,Nürnberg
31868,27,Wien
31878,87,von der Au
31879,69,Schärding
31882,33,Hofkirchen (im Mühlkreis)
31885,24,Tölz
31890,27,Wien
31893,903,Graz
31895,3,Linz
31896,69,Schärding
31897,1252,Marbach (an der Donau)
31909,98,Schongau
31912,27,Wien
31917,145,Klosterneuburg
31918,3,Linz
31921,26,Wesenufer
31922,281,Schönering
31928,222,Belgrad
31930,29,Engelhartszell
31936,121,Nußdorf (am Inn)
31949,14,Kobling
31953,1116,Stein am Anger
31956,3,Linz
31957,167,Melk
31959,5,von der Mühl
31963,984,Luttensperg
31965,10,Passau
31970,18,Rannariedl
31971,9,Hall
31973,89,Krems
31974,62,Augsburg
31989,16,Lechbruck
31992,11,Regensburg
31994,501,Gstocket
32003,27,Wien
38919,3,Linz
32009,194,Lambach
32010,42,Hallein
32011,13,Obernzell/Hafnerzell
32012,660,Ilzstadt
32016,376,Reuting
32018,7,Rosenheim
32023,77,Neuburg
32028,125,Landsberg
32044,158,Freising
38042,126,Windorf
32048,312,Esternberg
32049,500,Gneisenau
32050,1117,Weigert
32063,193,Wilhering
32065,170,Raab
32066,59,Seestetten
32067,10,Passau
32069,10,Passau
32071,45,Lembach
32074,128,Innsbruck
32081,49,Stadtamhof
32082,9,Hall
32092,366,Inn
32093,26,Wesenufer
32094,1118,Heilbrunn
32096,60,Sandbach
32097,87,von der Au
32706,87,von der Au
32100,13,Obernzell/Hafnerzell
32107,27,Wien
32117,13,Obernzell/Hafnerzell
32120,10,Passau
32123,1120,Wied(-Neuwied)
32124,27,Wien
32127,10,Passau
32131,10,Passau
32136,27,Wien
32138,27,Wien
32140,1125,Öhlet
32141,10,Passau
32146,179,Obermühl
32147,10,Passau
32148,30,Laufen
32149,225,Neuhaus (an der Donau)
32150,3,Linz
32153,81,Gmunden
32154,139,Bodenmais
32157,1028,Rinchnach
32166,74,Altenhof
32168,1122,Leiden
32170,288,Pöchlarn
32171,11,Regensburg
32174,27,Wien
32198,5,von der Mühl
32200,10,Passau
39365,73,Wels
32205,77,Neuburg
32210,3,Linz
32211,148,Ungarn
32212,66,von der Ranna
32220,620,Wolfratshausen
32225,87,von der Au
32226,194,Lambach
32227,29,Engelhartszell
32228,13,Obernzell/Hafnerzell
32229,775,Alkoven
32247,30,Laufen
32253,281,Schönering
32254,8,Kufstein
32258,82,Braunau (am Inn)
32259,157,Dingolfing
32260,144,Rohrbach (in Oberösterreich)
32261,191,Ettal
32262,3,Linz
32265,27,Wien
32266,87,von der Au
32270,1008,Kempten (Fürststift)
32275,1125,Öhlet
32276,797,Frankfurt am Main
32277,128,Innsbruck
32281,4,Aschach
32282,87,von der Au
32287,24,Tölz
32289,81,Gmunden
32291,241,Ammergau
32295,3,Linz
32296,10,Passau
32300,8,Kufstein
32301,54,Wasserburg
32303,526,Spitz
32306,87,von der Au
32320,346,von der Bschauerin
32323,61,Landshut
32325,903,Graz
32331,3,Linz
32333,11,Regensburg
32335,4,Aschach
32337,4,Aschach
32359,27,Wien
32364,81,Gmunden
32365,187,Wallgau
32379,27,Wien
32380,797,Frankfurt am Main
32381,22,Straubing
32389,10,Passau
32390,330,Aichberg
32393,194,Lambach
32394,1131,Neutra
32399,32,München
32409,68,Neukirchen am Walde
32410,7,Rosenheim
32411,245,Herzogenburg
32432,4,Aschach
32438,11,Regensburg
32442,33,Hofkirchen (im Mühlkreis)
32447,11,Regensburg
32450,199,Niederkappel
32451,279,Kleinzell
32452,530,Hellmonsödt
32453,60,Sandbach
32455,26,Wesenufer
32464,427,Chiemsee
32477,25,Eferding
32480,13,Obernzell/Hafnerzell
32483,1310,Haimbuch
32484,87,von der Au
39440,4,Aschach
32487,4,Aschach
39443,4,Aschach
32495,366,Inn
32514,470,Heining
32516,467,Persenbeug
32524,15,Ulm
32526,126,Windorf
32528,27,Wien
32541,103,Haslach
38876,3,Linz
32548,24,Tölz
32653,4,Aschach
32552,60,Sandbach
32554,17,Steyr
32557,243,Gaishofen
32558,8,Kufstein
32559,59,Seestetten
32575,292,Burghausen
32577,1133,Obernsee
32578,51,Kelheim
32588,27,Wien
32592,8,Kufstein
32595,4,Aschach
32596,3,Linz
32599,221,See
32990,54,Wasserburg
32603,60,Sandbach
32606,29,Engelhartszell
32608,59,Seestetten
32612,173,Neufelden
32614,1134,Oberplan
32615,10,Passau
32616,252,Marsbach
32624,1135,Webelauth
32629,27,Wien
32642,580,von der Schauering
32643,22,Straubing
32646,17,Steyr
32648,29,Engelhartszell
32654,3,Linz
39458,179,Obermühl
32676,11,Regensburg
32677,47,Schönberg
32678,264,Ybbs
32695,68,Neukirchen am Walde
32696,5,von der Mühl
32697,202,Enns
32699,8,Kufstein
32700,65,Brandstatt
32702,2,Nürnberg
32703,60,Sandbach
32704,775,Alkoven
32713,10,Passau
32718,60,Sandbach
32720,15,Ulm
32721,4,Aschach
32726,27,Wien
32727,121,Nußdorf (am Inn)
32734,25,Eferding
32735,30,Laufen
32736,92,Vilshofen
32739,66,von der Ranna
32743,127,Pleinting
32746,8,Kufstein
32749,74,Altenhof
32750,118,Regen
32763,469,Hengersberg
32771,636,Neuhofen
32773,150,Wiesen
32774,4,Aschach
32776,55,Putzleinsdorf
32786,225,Neuhaus (an der Donau)
32787,30,Laufen
32789,66,von der Ranna
32790,3,Linz
32795,8,Kufstein
32796,95,Mauthausen
32797,66,von der Ranna
32798,775,Alkoven
32800,691,Partenstein
32806,82,Braunau (am Inn)
32817,4,Aschach
32821,77,Neuburg
32826,45,Lembach
32827,173,Neufelden
32828,173,Neufelden
32831,121,Nußdorf (am Inn)
32837,10,Passau
32838,55,Putzleinsdorf
32839,182,Aigen (im Mühlkreis)
32843,85,Einöd (Passau)
32845,10,Passau
32856,126,Windorf
32859,202,Enns
32861,27,Wien
32864,13,Obernzell/Hafnerzell
32868,98,Schongau
32869,425,Kellnering
32870,11,Regensburg
32871,24,Tölz
32872,27,Wien
32876,44,Ottensheim
32877,127,Pleinting
32878,105,Reinhausen
32879,8,Kufstein
32881,3,Linz
32882,29,Engelhartszell
32884,74,Altenhof
32885,221,See
32887,126,Windorf
32893,10,Passau
32897,5,von der Mühl
32899,30,Laufen
32900,25,Eferding
32904,298,Pfarrkirchen (im Mühlkreis)
32908,129,Audorf (Ober-)
32910,15,Ulm
32917,565,Temeswarer Banat
32922,157,Dingolfing
32924,5,von der Mühl
32927,27,Wien
32937,225,Neuhaus (an der Donau)
39518,21,Salzburg
32942,1346,Niederreschen
32949,733,Prag
32951,959,Hamburg
32965,24,Tölz
32971,142,Ingolstadt
32974,5,von der Mühl
32975,374,Marbach
32976,62,Augsburg
32981,173,Neufelden
32982,144,Rohrbach (in Oberösterreich)
32992,513,Inzell
32994,103,Haslach
32995,5,von der Mühl
32999,27,Wien
33000,1141,Emling
33001,77,Neuburg
33004,3,Linz
33006,121,Nußdorf (am Inn)
33013,87,von der Au
33021,28,Freizell/Marsbachzell
33022,129,Audorf (Ober-)
33026,14,Kobling
33030,127,Pleinting
33036,90,Glarus
33038,33,Hofkirchen (im Mühlkreis)
33039,1362,Kellburg
33041,17,Steyr
33044,360,Neudeck
33045,27,Wien
33046,5,von der Mühl
33050,21,Salzburg
33051,51,Kelheim
33054,32,München
33055,32,München
33063,10,Passau
33064,215,Wörgl
33065,11,Regensburg
33069,22,Straubing
33074,22,Straubing
33082,24,Tölz
33084,1142,Greifenstein
33091,1143,Lüttich
33095,1144,Obernort
33096,1145,Kothwies
33101,148,Ungarn
33102,10,Passau
33106,14,Kobling
33129,17,Steyr
33130,1147,Hoch
33131,807,Raffelding
33132,1146,Pollenried
33136,60,Sandbach
33146,349,Tulln
33150,13,Obernzell/Hafnerzell
33156,29,Engelhartszell
33158,87,von der Au
33164,27,Wien
33165,4,Aschach
33173,268,Kempten (Reichsstadt)
38849,286,Ortenburg
33177,74,Altenhof
33178,216,Schlögen
33179,87,von der Au
33191,775,Alkoven
33201,27,Wien
33203,27,Wien
33204,54,Wasserburg
33206,320,Pyrawang
33207,771,Straßburg
33222,63,Kallmünz
33225,10,Passau
33227,372,Brüssel
33230,160,Maria Taferl
33236,63,Kallmünz
33238,225,Neuhaus (an der Donau)
33239,9,Hall
33241,1139,Vorholz
33247,361,Hartheim
33252,10,Passau
33255,22,Straubing
39494,30,Laufen
33268,10,Passau
33273,27,Wien
33277,62,Augsburg
33278,118,Regen
33290,24,Tölz
33291,60,Sandbach
33295,5,von der Mühl
33296,60,Sandbach
39441,1333,Winkelholz
33308,225,Neuhaus (an der Donau)
33311,63,Kallmünz
33312,4,Aschach
33316,10,Passau
33317,230,Schmidelsau
33319,513,Inzell
33321,4,Aschach
33322,11,Regensburg
33323,13,Obernzell/Hafnerzell
33324,146,Neustadt an der Donau
33325,15,Ulm
33327,9,Hall
33337,95,Mauthausen
