angaben_passagiereId,personenId,angabenId,zielort,judenleibmaut,judenleibmaut_fl,judenleibmaut_s,judenleibmaut_d,bemerkungen,passagiereOrder
12797,89,63485,,,,,,,
12798,6899,63495,,,,,,,
12799,3925,63511,,,,,,,
12800,22099,63515,3,,,,,,
12801,31334,63516,,,,,,,
12802,31336,63518,,,,,,,
12803,880,63541,27,,,,,,
15860,20349,78826,,,,,,,
12805,31343,63552,,,,,,,
12806,15,63566,,,,,,,
12807,31359,63585,,,,,,,
12808,31360,63595,,,,,,,
12809,16,63620,,,,,,,
12811,16,63634,,,,,,,
12812,9639,63652,,,,,,,
12813,31391,63658,,,,,,,
12814,15,63667,,,,,,,
12815,2329,63666,,,,,,,
12816,2070,63672,,,,,,,
12817,10055,63671,,,,,,,
12818,672,63685,,,,,,,
12819,672,63691,,,,,,,
12820,5588,63694,,,,,,,
12821,5714,63695,,,,,,,
12822,264,63714,,,,,,,
12823,15,63738,,,,,,,
12824,6130,63757,,,,,,,
12825,8876,63761,27,,,,,,
12826,4179,63773,,,,,,,
12827,17,63777,,,,,,,
12828,31441,63784,27,,,,,,
12829,16,63788,,,,,,,
12830,1587,63791,160,,,,,,
17243,22900,70408,,,,,,,
17170,1587,63794,160,,,,,,
12833,7089,63796,,1,6,,,,
12834,16,63797,,,,,,,
12835,6527,63801,,,,,,,
12836,2999,63804,,,,,,,
12837,6823,63807,3,,,,,,
12838,31454,63816,,,,,,,
12839,9528,63825,,,,,,,
12840,1906,63837,,,,,,,
12843,6202,63856,,,,,,,
12844,23024,63859,27,,,,,,
12847,113,63893,,,,,,,
12846,15,63867,27,,,,,,
12850,16,63931,,,,,,,
12852,,63952,,,,,,,
12853,3631,63952,,,,,,,
12854,17,63958,,,,,,,
12855,411,63959,,,,,,,
12856,16,63963,,,,,,,
12857,17,63967,,,,,,,
12862,16,63991,27,,,,,,
12863,3496,63996,148,,,,,,
12864,20988,64000,27,,,,,,
12865,31531,64011,,,,,,,
12866,4990,64011,,,,,,,
12867,2329,64013,,,,,,,
12868,,64019,,,,,,,
12869,17,64019,,,,,,,
12870,12197,64020,,,,,,,
12871,31536,64028,,,,,,,
12872,411,64030,,,,,,,
12873,5889,64031,,,,,,,
12876,16,64049,27,,,,,,
12878,16,64064,27,,,,,,
12879,16,64080,,,,,,,
12880,89,64092,3,,,,,,
12881,16,64093,3,,,,,,
12882,17,64108,,,,,,,
12883,20448,64112,216,,,,,,
12884,16,64113,3,,,,,,
12885,16,64115,,,,,,,
12886,16,64123,,,,,,,
12895,16,64168,4,,,,,,
12896,31612,64173,,,,,,,
12897,15,64175,,,,,,,
12898,411,64176,,,,,,,
12899,264,64177,,,,,,,
12900,788,64178,,,,,,,
12901,2877,64185,,,,,,,
12902,4326,64191,,,,,,,
12905,16,64210,27,,,,,,
12908,20448,64227,216,,,,,,
13314,8268,64226,27,,,,,,
12911,31669,64229,27,,,,,,
12913,31672,64241,148,,,,,,
12914,31673,64244,27,,,,,,
12915,113,64246,27,,,,,,
12916,5313,64246,,,3,,,,
17171,38928,64247,27,,,,,,
12918,414,64248,3,,,,,,
12920,31695,64272,,,,,,,
12921,,64273,27,,,,,,
12922,,64273,148,,,,,,
12927,31715,64296,3,,,,,,
12928,1587,64299,160,,,,,,
12929,16,64300,,,,,,,
12930,31724,64303,,,,,,,
12931,101,64306,3,,,,,,
17082,32389,64323,,,,,,,
12933,16,64325,,,,,,,
12934,5203,64326,148,,,,,,
12936,1587,64339,160,,,,,,
12938,4026,64341,,,,,,,
12939,16,64353,27,,,,,,
12940,16,64357,,,,,,,
12941,30,64358,27,,,,,,
12942,1587,64359,160,,,,,,
12943,1587,64367,160,,,,,,
12944,31744,64373,27,,,,,,
17083,38859,64373,27,,,,,,
12946,1906,64376,27,,,,,,
12947,1587,64377,,,,,,,
12948,645,64383,,,,,,,
12949,16,64385,,,,,,,
12950,16136,64386,27,,,,,,
12951,113,64392,27,,,,,,
12952,16,64396,,,,,,,
12953,16,64398,12,,,,,,
12954,1587,64401,160,,,,,,
12955,31752,64405,27,,,,,,
12956,3496,64407,148,,,,,,
12957,16,64409,,,,,,,
12958,16,64411,27,,,,,,
12959,31755,64416,27,,,,,,
12960,28869,64421,,,,,,,
12961,15,64422,3,,,,,,
12962,16,64429,,,,,,,
12963,4008,54191,,,,,,,
12964,27766,55098,3,,,,,,
12965,31777,63709,,,,,,,
12966,31783,64273,148,,,,,,
12967,1840,64453,148,,,,,,
12968,16,64464,3,,,,,,
12969,3933,64467,4,,,,,,
17085,5744,64472,27,,,,,,
12971,15820,64480,148,,,,,,
12972,414,64483,3,,,,,,
12973,5588,64488,,,,,,,
12974,31808,64493,,,,,,,
12975,31812,64499,27,,,,,,
12976,31813,64499,27,,,,,,
12977,414,64502,27,,,,,,
12978,16,64504,12,,,,,,
12979,1751,64506,3,,,,,,
12980,20448,64507,216,,,,,,
12981,31818,64508,27,,,,,,
13015,16,64527,3,,,,,,
12983,554,64528,160,,,,,,
12984,31828,64546,27,,,,,,
12985,414,64547,3,,,,,,
12986,15720,64548,27,,,,,,
12987,31829,64548,27,,,,,,
12988,4007,64554,3,,,,,,
12989,16,64556,,,,,,,
12990,16,64562,4,,,,,,
12991,30,64565,,,,,,,
12992,15,64575,3,,,,,,
12995,7089,64608,,1,6,,,,
12994,4118,64578,,,,,,,
12996,16,64612,,,,,,,
12997,3372,64615,,,,,,,
17370,15292,64621,,,,,,,
12999,16,64623,3,,,,,,
13000,554,64624,,,,,,,
13001,113,64632,,,,,,,
13002,16,64635,,,,,,,
13003,16,64636,,,,,,,
13004,16,64638,,,,,,,
17371,16,64643,,,,,,,
13006,5593,64649,,,,,,,
13007,5588,64651,,,,,,,
13008,31859,64655,,,,,,,
13009,31860,64658,,,,,,,
13010,264,64668,,,,,,,
13011,5588,64682,,,,,,,
13012,15,64685,,,,,,,
13013,1582,64700,27,,,,,,
13014,16,64702,,,,,,,
13016,31871,64709,27,,,,,,
13017,4007,64710,27,,,,,,
17089,38862,38732,575,,,,,,
17086,38860,64712,27,,,,,,
13020,30624,64713,27,,,,,,
17088,38861,64713,27,,,,,,
13022,3372,64717,27,,,,,,
13023,414,64720,27,,,,,,
13024,31873,64721,27,,,,,,
13025,16,64726,,,,,,,
13026,17,64738,27,,,,,,
13027,16,64734,27,,,,,,
13028,16,64737,27,,,,,,
13029,1840,64739,148,,,,,,
13030,16,64740,27,,,,,,
13031,101,64747,,,,,,,
13032,16,64748,3,,,,,,
13033,16,64749,,,,,,,
13036,16,64755,,,,,,,
13037,31892,64766,10,,,,,,
13038,16,64767,,,,,,,
13039,1587,64776,160,,,,,,
13040,29530,64786,,,,,,,
13041,31906,64787,27,,,,,,
13042,16,64791,,,,,,,
13043,31910,64795,27,,,,,,
13045,16,64798,,,,,,,
13046,16,64800,,,,,,,
13047,411,64802,,,,,,,
13048,16,64813,4,,,,,,
13049,16,64824,3,,,,,,
13050,5588,64840,27,,,,,,
13051,16,64844,,,,,,,
13052,31931,64847,148,,,,,,
13053,16,64854,3,,,,,,
13054,16,64875,3,,,,,,
13055,16,64878,27,,,,,,
13056,31937,64891,27,,,,,,
13057,16,64909,3,,,,,,
13058,284,64917,216,,,,,"wörtlich ""mit Officier""; Plural gewählt, da kein Artikel oder Anzahl vorhanden",
13059,9563,64924,3,,,,,,
13060,113,64927,,,,,,,
13061,554,64929,,,,,,,
17373,1354,64941,,,,,,,
13063,6899,64942,,,,,,,
13064,16,64943,,,,,,,
17172,284,64951,,,,,,,
13066,31954,64954,,,,,,,
13067,15,64960,,,,,,,
13069,15,64964,,,,,,,
13070,16,64967,,,,,,,
13071,7733,64968,,,,,,,
13072,5588,64969,,,,,,,
13073,788,64973,,,,,,,
13074,407,64975,,,,,,,
13075,16,64980,,,,,,,
13076,3372,64985,,,,,,,
13077,3631,64986,,,,,,,
13078,6706,64989,,,,,,,
13079,16,64994,,,,,,,
13080,113,65000,,,,,,,
13081,102,65007,,,,,,,
13082,16,65011,27,,,,,,
13083,16,65015,4,,,,,,
13084,1587,65024,160,,,,,,
13085,4007,65027,3,,,,,,
13086,16,65030,,,,,,,
13087,16,65035,,,,,,,
13088,3372,65038,,,,,,Zwei Offiziere.,
13089,16981,65039,,,,,,,
17375,22590,65044,,,,,,,
13094,264,65061,,,,,,,
13092,30146,65050,,,,,,,
17376,11347,65045,3,,,,,,
13095,284,65066,,,,,,,
13096,16,65071,,,,,,,
13097,16,65072,,,,,,,
13098,16,65073,,,,,,,
13102,31984,65096,27,,,,,,
13103,16,65097,3,,,,,,
13104,20448,65102,216,,,,,,
13105,3810,65108,148,,,,,,
13106,16,65120,1,,,,,,
13107,1587,65124,10,,,,,,
13108,20448,65125,216,,,,,,
13109,788,65127,3,,,,,,
13110,414,65129,3,,,,,,
13111,16,65147,,,,,,,
13112,1587,65151,,,,,,,
13113,16,65153,27,,,,,,
13114,32011,65158,,,,,,,
13116,16,65172,,,,,,"
",
13117,672,65182,27,,,,,,
13118,414,65197,3,,,,,,
13119,554,65211,92,,,,,,
13205,3415,65224,112,,,,,,
13121,16,65246,,,,,,,
13122,23024,65249,,,,,,,
13123,1587,65253,10,,,,,,
13124,26975,65257,,1,3,,,,
13125,16,65264,,,,,,,
13126,16,65271,,,,,,,
13127,32041,65280,27,,,,,,
13128,32044,65291,1002,,,,,"Quelle: Transport nach Wien und weiter nach Ennsdorf. Evtl. Zielort Wien falsch, richtig evtl. Linz.",
13129,24039,65296,179,,,,,,
13130,32049,65298,1,,,,,,
13131,16,65308,,,,,,,
13132,15,65319,,,,,,,
13133,16,65338,3,,,,,,
13134,5588,65353,27,,,,,,
17091,38855,65353,27,,,,,,
17092,38868,65360,4,,,,,,
13139,5552,65366,27,,,,,,
13140,16,65371,,,,,,,
13141,414,65376,3,,,,,,
13142,16,65378,,,,,,,
13143,5588,65391,,,,,,,
13144,16,65398,,,,,,,
13145,16,65410,27,,,,,,
13146,16,65413,,,,,,,
17093,22900,65414,27,,,,,,
13149,32079,65425,,1,3,,,,
13150,30776,65427,,,,,,,
13151,13503,65428,,,,,,,
13152,16,65430,,,,,,,
13153,1340,65441,27,,,,,,
13154,17,65444,27,,,,,,
13155,617,65459,,,,,,,
13156,32089,65463,27,,,,,,
13157,15327,65466,27,1,12,,,"Die 4 Juden befanden sich nicht auf diesem Fahrzeug. Quelle: ""4 juden persohnen (...) seind bey der gestriegen Wienner fuhr geweßen"".",
13158,20448,65469,216,,,,,,
13159,16,65470,,,,,,,
13160,1587,65478,348,,,,,,
13161,23024,65484,3,,,,,,
13162,23024,65489,3,,,,,,
13163,16,65500,,,,,,,
13164,16,65505,27,,,,,,
13165,16,65513,,,,,,,
13166,16,65519,,,,,,,
13167,1587,65525,,,,,,"
",
13168,8594,65531,,,,,,,
13169,5588,65536,,,,,,,
13170,29364,65537,,,,,,,
13171,3417,65538,,,,,,,
13172,32120,65541,,,,,,,
13173,16,65543,,,,,,,
13174,28350,65548,3,,,,,,
13175,1587,65549,348,,,,,,
13179,6067,31750,89,,,,,,
13180,16,65563,,,,,,,
13181,19339,65564,27,,,,,,
13182,5588,65570,27,,,,,,
13183,1587,65574,,,,,,,
13184,16,65586,,,,,,,
17381,407,65591,,,,,,,
13186,554,65600,,,,,,,
17094,5714,65608,27,,,,,,
13188,16,65609,,,,,,,
13189,20448,65616,216,,,,,,
13190,16,65624,,,,,,,
13191,16,65643,,,,,,,
13192,20448,27852,216,,,,,,
13194,16,65651,,,,,,,
13195,17,65655,,,,,,,
17382,5972,65656,,,,,,,
13197,482,65664,,,,,,,
13198,1587,65675,160,,,,,,
13199,113,65677,,,,,,,
13200,16601,65678,,,,,,,
13201,32155,65682,,,,,,,
13202,16,30912,,,,,,,
13203,9886,65689,112,,,,,,
13204,3415,27969,112,,,,,,
13207,20448,28150,216,,,,,,
17384,16,65701,216,,,,,,
13211,4118,65703,,,,,,,
13219,11055,65721,3,,,,,,
13220,30748,65723,3,,,,,,
13221,2329,65726,,,,,,,
13222,264,65727,,,,,,,
13223,16,65730,,,,,,,
13224,604,65736,27,,,,,,
13225,6793,65736,27,,,,,,
13226,22867,65741,,,,,,,
13228,16,65745,,,,,,,
13229,16,65764,,,,,,,
13236,8268,28834,3,,,,,,
13238,1382,65769,,,,,,,
13240,32195,65786,27,,,,16,,
13241,5588,65788,,,,,,,
13242,554,65794,4,,,,,,
13243,5593,65797,,,,,,,
17350,1382,65798,,,,,,,
13245,113,65802,,,,,,,
13246,16,65803,,,,,,,
13251,113,29465,3,,,,,,
13252,16,65817,,,,,,,
13253,16,65821,,,,,,,
13254,32217,65824,27,,,,,,
13255,1587,65832,160,,,,,,
13256,1587,65833,,,,,,,
13257,16,65839,3,,,,,,
13258,1997,65845,27,,,,,,
13259,32222,65846,,,,,,,
13260,16,65848,,,,,,,
13261,16,65860,,,,,,,
13262,322,65868,27,,,,,,
13263,4007,65870,3,,,,,,
13264,16,65871,13,,,,,,
13265,1840,65878,27,,,,,,
13268,20448,29495,216,,,,,,
13269,645,26300,3,,,,,,
13273,16,29886,,,,,,,
13274,20448,29898,216,,,,,,
13275,32231,29904,148,,,,,,
13278,20448,30147,216,,,,,,
13280,113,65889,,,,,,,
13281,264,65895,,,,,,,
13282,16,65899,,,,,,,
13283,20448,30304,216,,,,,,
13284,554,65920,,,,,,,
13285,20448,30505,216,,,,,,
13288,16,65934,3,,,,,,
13289,411,65937,,,,,,,
13291,26471,65942,,,,,,,
13292,3921,65946,,,,,,,
13293,411,65947,,,,,,,
13294,20200,65949,,,,,,,
13301,4118,65962,3,,,,,,
13302,20448,65960,216,,,,,,
13303,5588,65966,,,,,,,
13304,32274,65968,27,,,,,,
13305,16,65969,,,,,,,
13306,16,65974,,,,,,,
13308,604,65980,27,,,,,,
13309,6793,65980,27,,,,,,
13310,32276,65981,,1,3,,,,
13311,3673,32065,,1,9,,,,
13317,20448,32311,216,,,,,,
13320,1587,66028,10,,,,,,
13321,32307,66030,,,,,,,
17385,16,66031,,,,,,,
13323,5588,66032,,,,,,,
13324,16,66035,,,,,,,
13325,16,66040,,,,,,,
13326,16,66041,27,,,,,,
13327,16,66043,,,,,,,
17386,788,66044,,,,,,,
13329,4118,66047,,,,,,,
13330,20448,32814,216,,,,,,
13331,32311,66060,,,,,,,
13332,5588,66062,,,,,,,
13333,17044,66080,,,,,,,
13334,15,66087,,,,,,,
13335,31860,66089,,,,,,,
17387,9503,66092,,,,,,,
13337,16,66098,27,,,,,,
13338,16,66102,,,,,,,
13339,264,66106,27,,,,,,
13340,16,66107,,,,,,,
13341,16,66109,,,,,,,
13342,2777,66115,27,,,,,,
13343,414,66117,27,,,,,,
13344,16,66119,27,,,,,,
13345,32334,66126,148,,,,,Reise von Dänemark nach Ungarn.,
13346,16,66130,,,,,,,
13347,32336,66133,3,,,,,,
13348,16,66135,,,,,,,
13351,15,66144,,,,,,,
13352,16,66149,,,,,,,
13353,414,66150,3,,,,,,
13354,788,66162,,,,,,,
13358,25270,32985,3,,,,,,
13360,16,66172,,,,,,,
13361,5588,66180,,,,,,,
13362,4007,66188,,,,,,,
13363,16,66197,,,,,,,
13364,5714,66198,,,,,,,
13369,16,66210,,,,,,,
13371,20448,33455,216,,,,,,
13374,6903,33470,,,,,,,
13379,32375,33510,27,,,,,,
13385,5682,66225,27,,,,,,
13387,16,66231,,,,,,,
13388,15,66233,,,,,,,
13389,645,66234,193,,,,,,
13390,89,66236,374,,,,,,
13391,16,66238,4,,,,,,
13392,1840,66240,27,,,,,,
13393,20448,33648,216,,,,,,
13396,32386,33707,27,,,,,,
13398,20349,33722,27,,,,,,
13400,32390,66261,3,,,,,,
13401,16,66262,,,,,,,
13402,32391,66260,,,,,,,
13403,32392,66260,,,,,,,
13404,31931,66266,27,,,,,,
13407,16,33772,65,,,,,,
17095,5714,66274,,,,,,,
13410,31020,66277,3,,,,,,
13411,1587,66279,,,,,,,
13413,16,66281,27,,,,,,
13414,32400,66286,27,,,,,,
13415,1587,66292,,,,,,,
13416,32402,66295,27,,,,,,
13417,645,66297,,,,,,,
13418,20448,66303,216,,,,,,
13419,15,66319,,,,,,,
13420,17,66322,,,,,,,
17417,15,66328,,,,,,,
13422,264,66336,,,,,,,
17096,31269,66340,27,,,,,,
13426,3631,33897,,,,,,,
13427,15,66345,,,,,,,
13429,17,66352,,,,,,,
13431,15,66359,,,,,,,
13433,16,66368,,,,,,,
13435,16,66370,,,,,,,
13437,3631,66382,,,,,,,
13438,16,66383,,,,,,,
13439,27671,66388,27,,,,,,
13440,32441,66388,27,,,,,,
13441,1036,66389,27,,,,,,
17098,38873,66389,27,,,,,,
13443,1587,66391,,,,,,,
13444,32442,66392,3,,,,,,
13445,322,66395,27,,,,,,
13446,22513,66395,27,,,,,,
13447,1587,66401,,,,,,,
17197,24379,74512,,,,,,,
13449,554,66416,,,,,,,
13450,16,66426,,,,,,,
13451,16,66429,,,,,,,
13452,6412,66436,3,,,,,,
13453,16,66440,3,,,,,,
13456,5588,66450,,,,,,,
13455,32454,66443,27,,,,,,
13457,788,66452,,,,,,,
13458,7249,66457,,,,,,,
13459,16,66459,,,,,,,
13460,32461,66461,,,,,,,
13461,5317,66464,27,,,,,,
13462,16,66465,,,,,,,
13463,17823,34211,27,,,,,,
13465,1587,66469,10,,,,,,
13466,16,66475,,,,,,,
13467,1834,66477,196,,,,,,
13469,20448,34319,216,,,,,,
13473,16,66488,,,,,,,
13474,15,66498,,,,,,,
13475,554,66501,,,,,,,
17388,22900,66505,,,,,,,
13477,32479,66506,,,,,,,
13478,16,66511,,,,,,,
13480,17,66520,,,,,,,
13481,16,66521,,,,,,,
13482,1587,66528,10,,,,,,
13483,5588,66534,,,,,,,
13484,3372,66535,,,,,,2 Offiziere.,
13485,15,66544,,,,,,,
13486,20349,66547,,,,,,,
13487,16,66556,,,,,,,
13488,16,66559,,,,,,,
13489,6412,66566,3,,,,,,
13490,16,66570,3,,,,,,
13491,32454,66573,27,,,,,,
13492,5317,66581,27,,,,,,
13493,16,66582,,,,,,,
17391,34829,66890,,,,,,,
13495,284,34755,27,,,,,,
13498,24140,34817,27,,,,,,
13499,4334,66609,,,,,,,
13500,16,66616,,,,,,,
13502,16,66632,27,,,,,,
13503,672,66642,,,,,,,
13504,16,66645,,,,,,,
13505,1587,66658,10,,,,,,
13506,16,66666,,,,,,,
13507,17,66667,,,,,,,
13508,113,66671,,,,,,,
13509,7298,66672,,,,,,,
13510,113,66673,,,,,,,
13511,113,66674,,,,,,,
13512,1834,66675,196,,,,,,
13514,16,66689,,,,,,,
13515,32515,66690,29,,,,,,
17099,38875,66690,29,,,,,,
13517,17682,66691,3,,,,,,
17011,5090,66699,18,,,,,,
13519,16,66705,,,,,,,
13520,113,66722,,,,,,,
13521,113,66723,,,,,,,
13522,113,66728,,,,,,,
13523,32544,66735,158,,,,,,
13524,16,66738,,,,,,,
13525,8250,66740,4,,,,,"Personen unsicher. Quelle: ""mit hrn. grafen v. Thürhaimb und hrn. verohrten zu Linz"".",
17100,38876,66740,4,,,,,"Personen unsicher. Quelle: ""mit hrn. grafen v. Thürhaimb und hrn. verohrten zu Linz"".",
13527,22869,66742,167,,,,,,
13528,32513,66742,167,,,,,,
17102,38878,66742,167,,,,,,
13530,32547,66742,167,,,,,,
13531,16,66749,27,,,,,,
13532,16,66754,3,,,,,,
13533,20448,66758,216,,,,,,
13534,1354,66780,,,,,,,
13535,5588,66810,,,,,,,
13536,32424,66824,,,,,,,
13537,15,66828,,,,,,,
13538,16,66837,,,,,,,
13540,113,66840,,,,,,,
13541,113,66852,,,,,,,
13542,15,66855,,,,,,,
13544,15,66870,,,,,,,
13545,17,66874,,,,,,,
13546,16,66875,,,,,,,
13547,5972,66876,,,,,,,
13549,3417,66890,,,,,,,
17104,32825,76094,3,,,,,,
13553,113,66910,,,,,,,
13552,16,66900,,,,,,,
13554,101,66926,,,,,,,
13555,16,66939,,,,,,,
13556,3046,66954,,,,,,,
13557,16,66959,,,,,,,
13558,16,66962,,,,,,,
13559,16,66965,,,,,,,
17392,27885,66968,797,,,,,,
13561,16,66969,,,,,,,
13562,16,66977,,,,,,,
13563,113,66986,,,,,,,
17393,39452,66994,,,,,,,
13565,16,66995,3,,,,,,
13566,16,66996,,,,,,,
13567,16,66997,,,,,,,
13568,1927,67008,,,,,,,
17394,39455,67011,,,,,,,
13570,16,67012,,,,,,,
13571,672,67017,,,,,,,
13572,264,67020,,,,,,,
13573,16,67027,,,,,,,
13574,554,67029,,,,,,,
13575,554,67036,,,,,,,
13576,1911,67042,,,,,,,
13577,20528,67051,,,,,,,
13578,16,67055,3,,,,,,
13579,,67075,3,,,,,,
13580,16,67080,,,,,,,
13581,16,67082,,,,,,,
13582,16,67085,,,,,,,
13584,15,67102,3,,,,,,
13585,16,67103,3,,,,,,
13586,1587,67104,,,,,,,
13587,1906,67105,,,,,,,
13588,16,67118,3,,,,,,
13590,29483,67122,,,,,,,
13591,113,67123,,,,,,,
13592,32674,67127,,,,,,,
13593,4118,67129,,,,,,,
13594,113,67130,,,,,,,
13595,113,67138,,,,,,,
13596,16,67141,,,,,,,
13597,1587,67146,,,,,,,
13598,16,67150,,,,,,,
13599,1587,67151,65,,,,,,
13600,16,67154,,,,,,,
17108,38878,67426,32,,,,,,
13602,16,67157,,,,,,,
13603,20448,67161,216,,,,,,
13604,16,67163,,,,,,,
13605,16,67188,,,,,,,
13606,1587,67190,,,,,,,
13607,113,67200,,,,,,,
13608,16,67203,,,,,,,
13609,12122,67206,,,,,,,
13610,14655,67216,,,,,,,
17395,407,67217,,,,,,,
13612,3631,67237,,,,,,,
13613,16,67246,,,,,,,
13616,414,1212,,,,,,,
13617,414,1223,,,,,,,
13619,3631,1500,,,,,,,
13621,1354,67260,,,,,,,
13622,16,67262,,,,,,,
13623,15,67264,,,,,,,
13624,16,67270,,,,,,,
13625,32710,67280,,,,,,,
13626,32711,67281,11,,,,,,
13627,5588,67283,,,,,,,
13628,28308,67310,,,,,,,
13629,5588,67312,,,,,,,
13630,30726,67313,,,,,,,
13631,672,67346,,,,,,,
13632,3631,1879,,,,,,,
13633,6202,1899,,,,,,,
17105,38880,67358,,,,,,,
13636,16,67359,,,,,,,
13637,16,67361,3,,,,,,
13638,16,67362,,,,,,,
13639,3631,2153,,,,,,,
13643,16,67373,,,,,,,
13646,32753,61099,,,,,,,
13647,414,61143,,,,,,,
13648,414,61169,,,,,,,
13649,32762,61172,,,,,,,
17106,18287,67389,112,,,,,,
13651,16,67391,3,,,,,,
13652,30316,67395,,,,,,,
13653,16,67403,,,,,,,
13654,16,67410,,,,,,,
13655,264,67416,27,,,,,,
13656,1587,67417,160,,,,,,
13657,1587,67419,,,,,,,
13658,8250,67425,3,,,,,,
17110,38882,67426,32,,,,,,
17107,22869,67426,32,,,,,,
13661,32825,67430,3,,,,,,
13662,32832,67439,196,,,,,,
13663,16,67444,,,,,,,
13664,16,67461,,,,,,,
13665,14215,67469,,,,,,,
13666,32846,67472,,,,,,,
13667,15,67483,,,,,,,
13668,15,67486,,,,,,,
13669,16,67489,,,,,,,
13670,16,67491,,,,,,,
13671,16,67493,,,,,,,
13673,28869,67498,,,,,,,
13674,16,67506,3,,,,,,
13675,1927,67514,,,,,,,
13676,16,67522,,,,,,,
13677,4118,67525,,,,,,,
13678,16,67528,3,,,,,,
13679,17,67533,,,,,,,
17389,21213,67539,3,,,,,,
13681,16,67540,,,,,,,
13682,17,67544,,,,,,,
13683,16,67547,,,,,,,
13684,1587,67548,,,,,,,
13685,3631,67564,,,,,,,
13686,5588,67579,,,,,,,
13687,5714,67582,,,,,,,
13688,3631,67584,,,,,,,
13690,16,67596,,,,,,,
13691,414,67598,3,,,,,,
13692,2070,67602,,,,,,,
13693,16,67605,,,,,,,
17111,5714,67615,,,,,,,
13695,15,67625,27,,,,,"Anzahl der Passagiere unsicher. Quelle: ""mit ainem herrn und geistl."".",
13696,554,67625,27,,,,,"Anzahl der Passagiere unsicher. Quelle: ""mit ainem herrn und geistl."".",
13697,16,67639,,,,,,,
13698,16,67640,89,,,,,,
13699,15,67646,,,,,,,
13700,16,67654,,,,,,,
13701,16,67660,,,,,,,
13702,32889,67684,,1,1,4,,,
13703,4051,67686,,,,,,,
13704,554,67690,,,,,,,
13705,672,67696,,,,,,,
13706,16,67697,,,,,,,
13707,113,67698,,,,,,,
13708,16,67700,,,,,,,
13709,2825,5025,,,,,,,
13713,113,67703,89,,,,,,
13714,880,67705,,,,,,,
13715,16,67710,,,,,,,
13716,16,67739,27,,,,,,
13717,1587,67743,160,,,,,,
13718,16,67746,89,,,,,,
13720,12286,26818,142,,,,,,
13722,113,67751,89,,,,,,
13723,32231,67752,27,,,,,,
13724,113,67761,,,,,,,
13725,113,67765,,,,,,,
13726,113,67767,,,,,,,
13727,113,67769,,,,,,,
13728,113,67770,,,,,,,
13732,16,67781,27,,,,,,
13733,113,67783,,,,,,,
13734,16,67786,,,,,,,
13735,29483,67803,,,,,,,
13736,16,67809,,,,,,,
13737,5588,67825,,,,,,,
13738,16,67830,,,,,,,
13739,29785,67840,27,,,,,,
13740,2704,67844,27,,,,,,
13741,554,67845,160,,,,,,
13742,1354,67852,,,,,,,
13743,5972,67869,,,,,,,
13744,16,67871,,,,,,,
13745,32943,67885,27,,,,,,
17418,15,68312,,,,,,"Passagier unsicher. Quelle: ""1 recht ainem herrn"".",
17420,113,75407,,,,,,,
17424,35925,77220,11,,,,,,
17430,5588,84871,,,,,,,
17431,11789,84873,27,,,,,,
13748,5588,67889,,,,,,,
13749,32949,67893,,1,1,4,,,
13750,20448,67900,216,,,,,,
13751,16,67902,,,,,,,
13752,3933,67903,,,,,,,
13753,1587,67903,,,,,,,
13754,32952,67906,3,,,,,,
13755,32960,67917,,1,3,,,,
13756,32961,67917,,1,3,,,,
17112,38886,67917,,1,33,,,,
13760,30074,67919,,1,1,4,,,
13759,113,67921,,,,,,,
13761,17,67925,27,,,,,,
13762,26607,67923,,1,4,4,,,
13763,32966,67923,,,,,,,
13764,16,67929,,,,,,,
13765,113,67932,,,,,,,
13766,32968,67933,,1,1,4,,,
13767,16,67946,3,,,,,,
13768,15,67948,3,,,,,,
13769,16,67952,10,,,,,,
17398,15327,67963,,1,6,,,,
13772,30080,67963,,1,1,4,,,
13773,15,67968,,,,,,,
13774,6527,67977,3,,,,,,
13775,16,67981,,,,,,,
13776,16,67985,,,,,,,
13777,3631,11032,,,,,,,
13778,16,67990,,,,,,,
13779,32989,67994,27,,,,,,
17114,38889,67994,27,,,,,,
13781,16,67995,4,,,,,,
13782,16,68002,,,,,,,
13783,16,68010,,,,,,,
13784,16,68012,,,,,,,
13785,3631,11307,,,,,,,
13786,3631,11545,,,,,,,
13787,25834,68026,27,,,,,,
17115,38890,68028,,,,,,,
13789,16,68030,,,,,,,
17116,788,68035,27,,,,,,
13791,1906,68048,27,,,,,,
13792,284,68050,27,,,,,,
13793,33003,68051,27,,,,,Kommend aus Innsbruck.,
13794,12122,68054,3,,,,,,
13795,16,68055,,,,,,,
17118,33601,68056,27,,,,,,
17117,38891,68056,27,,,,,,
13798,16,68062,4,,,,,,
13799,16,68065,,,,,,,
13800,16,68072,,,,,,,
13801,16,68081,,,,,,,
13802,16,68087,27,,,,,,
13803,11783,68093,,,,,,,
13804,20448,68096,216,,,,,,
13805,3925,68099,27,,,,,,
13806,3810,68100,148,,,,,,
13807,16,68110,,,,,,,
13808,33023,68111,10,,,,,,
13809,3631,68112,27,,,,,,
13810,16,68115,27,,,,,,
13811,101,68120,3,,,,,,
13812,113,68121,3,,,,,,
13814,411,68140,,,,,,,
13820,33034,68147,,,,,,,
13821,15,68148,,,,,,,
17479,27250,72632,,,,,,,
13823,16,68156,,,,,,,
13824,15,68161,,,,,,,
